Ctyname,stname,ststatus,stcode,ctycode,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018,Cases2019,Cases2020,cases2021,cases2022,cases2023
Marshall County,Iowa,Low Incidence,19,127,0,2,2,0,1,1,1,1,0,0,0,2,1,0,5,2,2,2,0,0,0,0,1
Mills County,Iowa,Low Incidence,19,129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Mitchell County,Iowa,Low Incidence,19,131,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Monona County,Iowa,Low Incidence,19,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monroe County,Iowa,Low Incidence,19,135,0,0,1,0,0,0,2,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0
Montgomery County,Iowa,Low Incidence,19,137,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
Muscatine County,Iowa,Low Incidence,19,139,2,3,3,6,9,2,4,5,4,2,1,7,8,11,11,7,2,7,3,5,8,1,2
O'Brien County,Iowa,Low Incidence,19,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osceola County,Iowa,Low Incidence,19,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Page County,Iowa,Low Incidence,19,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
Palo Alto County,Iowa,Low Incidence,19,147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plymouth County,Iowa,Low Incidence,19,149,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Pocahontas County,Iowa,Low Incidence,19,151,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polk County,Iowa,Low Incidence,19,153,1,2,0,2,7,8,4,7,6,4,3,10,8,18,17,14,21,11,22,20,36,13,12
Pottawattamie County,Iowa,Low Incidence,19,155,0,0,0,0,0,2,1,1,0,1,0,0,1,0,1,0,3,2,0,0,1,0,0
Poweshiek County,Iowa,Low Incidence,19,157,0,0,0,0,1,0,0,0,2,1,0,1,2,2,0,1,0,1,3,0,1,0,1
Ringgold County,Iowa,Low Incidence,19,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sac County,Iowa,Low Incidence,19,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Scott County,Iowa,Low Incidence,19,163,4,5,6,2,5,6,2,7,6,3,3,11,12,13,14,8,14,11,9,6,9,6,11
Shelby County,Iowa,Low Incidence,19,165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sioux County,Iowa,Low Incidence,19,167,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0
Story County,Iowa,Low Incidence,19,169,1,3,5,3,4,0,2,1,2,0,1,2,3,2,3,5,5,1,3,4,5,3,5
Tama County,Iowa,Low Incidence,19,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,3,3
Taylor County,Iowa,Low Incidence,19,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union County,Iowa,Low Incidence,19,175,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Van Buren County,Iowa,Low Incidence,19,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1
Wapello County,Iowa,Low Incidence,19,179,1,2,0,1,0,1,1,0,0,0,1,2,2,0,3,2,0,1,6,8,4,3,1
Warren County,Iowa,Low Incidence,19,181,0,0,0,1,0,1,1,1,2,0,2,0,0,0,1,4,0,2,6,2,2,2,2
Washington County,Iowa,Low Incidence,19,183,0,0,0,0,0,0,2,0,0,1,0,1,3,2,4,5,0,3,1,2,12,2,3
Wayne County,Iowa,Low Incidence,19,185,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Webster County,Iowa,Low Incidence,19,187,0,0,2,0,2,0,2,0,0,0,0,2,3,0,1,1,2,5,2,2,3,2,3
Winnebago County,Iowa,Low Incidence,19,189,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,1,1
Winneshiek County,Iowa,Low Incidence,19,191,0,0,2,1,3,1,3,7,2,5,6,8,13,4,6,7,8,9,10,4,8,3,1
Woodbury County,Iowa,Low Incidence,19,193,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,1,1,0,0,1,1
Worth County,Iowa,Low Incidence,19,195,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wright County,Iowa,Low Incidence,19,197,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Allen County,Kansas,Low Incidence,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
Anderson County,Kansas,Low Incidence,20,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Atchison County,Kansas,Low Incidence,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barber County,Kansas,Low Incidence,20,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Barton County,Kansas,Low Incidence,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bourbon County,Kansas,Low Incidence,20,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0
Brown County,Kansas,Low Incidence,20,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butler County,Kansas,Low Incidence,20,15,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Chase County,Kansas,Low Incidence,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chautauqua County,Kansas,Low Incidence,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherokee County,Kansas,Low Incidence,20,21,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
Cheyenne County,Kansas,Low Incidence,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clark County,Kansas,Low Incidence,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay County,Kansas,Low Incidence,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloud County,Kansas,Low Incidence,20,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Coffey County,Kansas,Low Incidence,20,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Comanche County,Kansas,Low Incidence,20,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cowley County,Kansas,Low Incidence,20,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0
Crawford County,Kansas,Low Incidence,20,37,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,0,2,2,1,0,1,0,1
Decatur County,Kansas,Low Incidence,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickinson County,Kansas,Low Incidence,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0
Doniphan County,Kansas,Low Incidence,20,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas County,Kansas,Low Incidence,20,45,0,4,1,0,0,0,0,0,4,1,2,3,6,2,0,1,1,2,0,3,1,1,1
Edwards County,Kansas,Low Incidence,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elk County,Kansas,Low Incidence,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis County,Kansas,Low Incidence,20,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellsworth County,Kansas,Low Incidence,20,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finney County,Kansas,Low Incidence,20,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ford County,Kansas,Low Incidence,20,57,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,1,0,0,0,1
Franklin County,Kansas,Low Incidence,20,59,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Geary County,Kansas,Low Incidence,20,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
Gove County,Kansas,Low Incidence,20,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graham County,Kansas,Low Incidence,20,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant County,Kansas,Low Incidence,20,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gray County,Kansas,Low Incidence,20,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Greeley County,Kansas,Low Incidence,20,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenwood County,Kansas,Low Incidence,20,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Hamilton County,Kansas,Low Incidence,20,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harper County,Kansas,Low Incidence,20,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey County,Kansas,Low Incidence,20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Haskell County,Kansas,Low Incidence,20,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hodgeman County,Kansas,Low Incidence,20,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson County,Kansas,Low Incidence,20,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Jefferson County,Kansas,Low Incidence,20,87,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Jewell County,Kansas,Low Incidence,20,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnson County,Kansas,Low Incidence,20,91,0,1,0,0,1,2,3,4,7,5,3,5,7,3,5,7,5,6,4,6,4,4,2
Kearny County,Kansas,Low Incidence,20,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kingman County,Kansas,Low Incidence,20,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Kiowa County,Kansas,Low Incidence,20,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Labette County,Kansas,Low Incidence,20,99,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1,3,0,2,0,0
Lane County,Kansas,Low Incidence,20,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leavenworth County,Kansas,Low Incidence,20,103,1,0,0,1,0,0,0,0,1,0,2,0,0,1,1,1,3,1,2,0,2,0,1
Lincoln County,Kansas,Low Incidence,20,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linn County,Kansas,Low Incidence,20,107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Logan County,Kansas,Low Incidence,20,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyon County,Kansas,Low Incidence,20,111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0
McPherson County,Kansas,Low Incidence,20,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Marion County,Kansas,Low Incidence,20,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Marshall County,Kansas,Low Incidence,20,117,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Meade County,Kansas,Low Incidence,20,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami County,Kansas,Low Incidence,20,121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Mitchell County,Kansas,Low Incidence,20,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montgomery County,Kansas,Low Incidence,20,125,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,2,0,0
Morris County,Kansas,Low Incidence,20,127,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Morton County,Kansas,Low Incidence,20,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nemaha County,Kansas,Low Incidence,20,131,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Neosho County,Kansas,Low Incidence,20,133,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
Ness County,Kansas,Low Incidence,20,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norton County,Kansas,Low Incidence,20,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osage County,Kansas,Low Incidence,20,139,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Osborne County,Kansas,Low Incidence,20,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ottawa County,Kansas,Low Incidence,20,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pawnee County,Kansas,Low Incidence,20,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillips County,Kansas,Low Incidence,20,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pottawatomie County,Kansas,Low Incidence,20,149,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0
Pratt County,Kansas,Low Incidence,20,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Rawlins County,Kansas,Low Incidence,20,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reno County,Kansas,Low Incidence,20,155,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,2,2,0,3,0,1,0,1
Republic County,Kansas,Low Incidence,20,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rice County,Kansas,Low Incidence,20,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Riley County,Kansas,Low Incidence,20,161,0,0,0,1,0,0,0,1,1,2,0,0,1,1,0,0,1,0,2,1,0,0,0
Rooks County,Kansas,Low Incidence,20,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rush County,Kansas,Low Incidence,20,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell County,Kansas,Low Incidence,20,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Saline County,Kansas,Low Incidence,20,169,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
Scott County,Kansas,Low Incidence,20,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedgwick County,Kansas,Low Incidence,20,173,0,0,0,0,0,0,0,3,0,0,3,2,5,3,6,5,6,1,4,2,2,0,0
Seward County,Kansas,Low Incidence,20,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shawnee County,Kansas,Low Incidence,20,177,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,2,0,3,1,0,1,0,1
Sheridan County,Kansas,Low Incidence,20,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherman County,Kansas,Low Incidence,20,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smith County,Kansas,Low Incidence,20,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stafford County,Kansas,Low Incidence,20,185,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanton County,Kansas,Low Incidence,20,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stevens County,Kansas,Low Incidence,20,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumner County,Kansas,Low Incidence,20,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Thomas County,Kansas,Low Incidence,20,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trego County,Kansas,Low Incidence,20,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wabaunsee County,Kansas,Low Incidence,20,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Wallace County,Kansas,Low Incidence,20,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington County,Kansas,Low Incidence,20,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wichita County,Kansas,Low Incidence,20,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilson County,Kansas,Low Incidence,20,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woodson County,Kansas,Low Incidence,20,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyandotte County,Kansas,Low Incidence,20,209,0,0,0,0,0,0,2,1,0,0,1,0,2,2,3,3,2,0,2,0,0,0,0
Adair County,Kentucky,Low Incidence,21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Allen County,Kentucky,Low Incidence,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Anderson County,Kentucky,Low Incidence,21,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Ballard County,Kentucky,Low Incidence,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Barren County,Kentucky,Low Incidence,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0
Bath County,Kentucky,Low Incidence,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bell County,Kentucky,Low Incidence,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boone County,Kentucky,Low Incidence,21,15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,1,0,2,0,5,7
Bourbon County,Kentucky,Low Incidence,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boyd County,Kentucky,Low Incidence,21,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,2
Boyle County,Kentucky,Low Incidence,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bracken County,Kentucky,Low Incidence,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2
Breathitt County,Kentucky,Low Incidence,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breckinridge County,Kentucky,Low Incidence,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Bullitt County,Kentucky,Low Incidence,21,29,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Butler County,Kentucky,Low Incidence,21,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caldwell County,Kentucky,Low Incidence,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calloway County,Kentucky,Low Incidence,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Campbell County,Kentucky,Low Incidence,21,37,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,3
Carlisle County,Kentucky,Low Incidence,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Carroll County,Kentucky,Low Incidence,21,41,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,0,0,0,0,0,0,1,2
Carter County,Kentucky,Low Incidence,21,43,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2
Casey County,Kentucky,Low Incidence,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Christian County,Kentucky,Low Incidence,21,47,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Clark County,Kentucky,Low Incidence,21,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Clay County,Kentucky,Low Incidence,21,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Clinton County,Kentucky,Low Incidence,21,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crittenden County,Kentucky,Low Incidence,21,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cumberland County,Kentucky,Low Incidence,21,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Daviess County,Kentucky,Low Incidence,21,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
Edmonson County,Kentucky,Low Incidence,21,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliott County,Kentucky,Low Incidence,21,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Estill County,Kentucky,Low Incidence,21,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fayette County,Kentucky,Low Incidence,21,67,1,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,2,5
Fleming County,Kentucky,Low Incidence,21,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floyd County,Kentucky,Low Incidence,21,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2
Franklin County,Kentucky,Low Incidence,21,73,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4
Fulton County,Kentucky,Low Incidence,21,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gallatin County,Kentucky,Low Incidence,21,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Garrard County,Kentucky,Low Incidence,21,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Grant County,Kentucky,Low Incidence,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
Graves County,Kentucky,Low Incidence,21,83,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grayson County,Kentucky,Low Incidence,21,85,1,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
Green County,Kentucky,Low Incidence,21,87,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Greenup County,Kentucky,Low Incidence,21,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,3,2
Hancock County,Kentucky,Low Incidence,21,91,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hardin County,Kentucky,Low Incidence,21,93,4,3,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,2,4,1,1
Harlan County,Kentucky,Low Incidence,21,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison County,Kentucky,Low Incidence,21,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hart County,Kentucky,Low Incidence,21,99,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
Henderson County,Kentucky,Low Incidence,21,101,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Henry County,Kentucky,Low Incidence,21,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4
Hickman County,Kentucky,Low Incidence,21,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hopkins County,Kentucky,Low Incidence,21,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jackson County,Kentucky,Low Incidence,21,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jefferson County,Kentucky,Low Incidence,21,111,4,1,2,5,0,3,2,0,0,2,1,0,2,3,2,5,0,1,0,0,5,8,3
Jessamine County,Kentucky,Low Incidence,21,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Johnson County,Kentucky,Low Incidence,21,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
Kenton County,Kentucky,Low Incidence,21,117,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,1
Knott County,Kentucky,Low Incidence,21,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knox County,Kentucky,Low Incidence,21,121,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
